record_id,student_id,academic_year,level,term,record_date,academic_scores
70,S006,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 86, ""matematika"": 63, ""bahasa_inggris"": 72, ""fisika"": 93, ""kimia"": 83, ""biologi"": 99, ""sosiologi"": 91, ""ekonomi"": 100, ""geografi"": 88, ""pjok"": 63, ""informatika"": 73, ""seni_dan_prakarya"": 77}"
71,S006,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 78, ""matematika"": 88, ""bahasa_inggris"": 91, ""fisika"": 67, ""kimia"": 61, ""biologi"": 100, ""sosiologi"": 98, ""ekonomi"": 75, ""geografi"": 70, ""pjok"": 79, ""informatika"": 95, ""seni_dan_prakarya"": 60}"
72,S006,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 65, ""matematika"": 74, ""bahasa_inggris"": 67, ""fisika"": 89, ""kimia"": 67, ""biologi"": 69, ""sosiologi"": 91, ""ekonomi"": 78, ""geografi"": 92, ""pjok"": 77, ""informatika"": 86, ""seni_dan_prakarya"": 90}"
73,S007,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 90, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 89, ""matematika"": 95, ""bahasa_inggris"": 69, ""fisika"": 84, ""kimia"": 72, ""biologi"": 98, ""sosiologi"": 92, ""ekonomi"": 68, ""geografi"": 64, ""pjok"": 77, ""informatika"": 86, ""seni_dan_prakarya"": 81}"
74,S007,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 60, ""matematika"": 78, ""bahasa_inggris"": 79, ""fisika"": 97, ""kimia"": 97, ""biologi"": 91, ""sosiologi"": 69, ""ekonomi"": 88, ""geografi"": 94, ""pjok"": 90, ""informatika"": 82, ""seni_dan_prakarya"": 81}"
75,S007,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 84, ""matematika"": 89, ""bahasa_inggris"": 80, ""fisika"": 72, ""kimia"": 75, ""biologi"": 96, ""sosiologi"": 84, ""ekonomi"": 74, ""geografi"": 86, ""pjok"": 62, ""informatika"": 80, ""seni_dan_prakarya"": 90}"
76,S007,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 69, ""matematika"": 91, ""bahasa_inggris"": 62, ""fisika"": 68, ""kimia"": 92, ""biologi"": 97, ""sosiologi"": 81, ""ekonomi"": 66, ""geografi"": 88, ""pjok"": 66, ""informatika"": 93, ""seni_dan_prakarya"": 89}"
77,S007,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 60, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 86, ""matematika"": 69, ""bahasa_inggris"": 64, ""fisika"": 90, ""kimia"": 76, ""biologi"": 81, ""sosiologi"": 99, ""ekonomi"": 85, ""geografi"": 65, ""pjok"": 81, ""informatika"": 94, ""seni_dan_prakarya"": 84}"
78,S007,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 91, ""matematika"": 94, ""bahasa_inggris"": 62, ""fisika"": 99, ""kimia"": 64, ""biologi"": 75, ""sosiologi"": 100, ""ekonomi"": 78, ""geografi"": 74, ""pjok"": 65, ""informatika"": 87, ""seni_dan_prakarya"": 66}"
79,S007,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 88, ""matematika"": 70, ""bahasa_inggris"": 79, ""fisika"": 61, ""kimia"": 62, ""biologi"": 80, ""sosiologi"": 63, ""ekonomi"": 78, ""geografi"": 82, ""pjok"": 83, ""informatika"": 87, ""seni_dan_prakarya"": 69}"
80,S007,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 93, ""bahasa_indonesia"": 86, ""matematika"": 96, ""bahasa_inggris"": 71, ""fisika"": 70, ""kimia"": 71, ""biologi"": 65, ""sosiologi"": 99, ""ekonomi"": 84, ""geografi"": 99, ""pjok"": 75, ""informatika"": 91, ""seni_dan_prakarya"": 97}"
81,S007,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 89, ""matematika"": 100, ""bahasa_inggris"": 76, ""fisika"": 89, ""kimia"": 76, ""biologi"": 60, ""sosiologi"": 89, ""ekonomi"": 78, ""geografi"": 94, ""pjok"": 70, ""informatika"": 64, ""seni_dan_prakarya"": 88}"
82,S007,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 79, ""matematika"": 100, ""bahasa_inggris"": 87, ""fisika"": 76, ""kimia"": 89, ""biologi"": 79, ""sosiologi"": 72, ""ekonomi"": 84, ""geografi"": 90, ""pjok"": 66, ""informatika"": 75, ""seni_dan_prakarya"": 84}"
83,S007,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 96, ""matematika"": 78, ""bahasa_inggris"": 78, ""fisika"": 61, ""kimia"": 85, ""biologi"": 77, ""sosiologi"": 60, ""ekonomi"": 96, ""geografi"": 63, ""pjok"": 98, ""informatika"": 91, ""seni_dan_prakarya"": 78}"
84,S007,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 74, ""pendidikan_pancasila"": 98, ""bahasa_indonesia"": 82, ""matematika"": 74, ""bahasa_inggris"": 100, ""fisika"": 72, ""kimia"": 99, ""biologi"": 76, ""sosiologi"": 68, ""ekonomi"": 100, ""geografi"": 66, ""pjok"": 100, ""informatika"": 62, ""seni_dan_prakarya"": 79}"
85,S008,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 97, ""matematika"": 83, ""bahasa_inggris"": 68, ""fisika"": 65, ""kimia"": 78, ""biologi"": 80, ""sosiologi"": 86, ""ekonomi"": 71, ""geografi"": 72, ""pjok"": 68, ""informatika"": 94, ""seni_dan_prakarya"": 83}"
86,S008,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 93, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 77, ""matematika"": 70, ""bahasa_inggris"": 76, ""fisika"": 90, ""kimia"": 78, ""biologi"": 81, ""sosiologi"": 67, ""ekonomi"": 89, ""geografi"": 64, ""pjok"": 69, ""informatika"": 74, ""seni_dan_prakarya"": 85}"
87,S008,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 65, ""matematika"": 85, ""bahasa_inggris"": 60, ""fisika"": 76, ""kimia"": 94, ""biologi"": 67, ""sosiologi"": 89, ""ekonomi"": 83, ""geografi"": 76, ""pjok"": 97, ""informatika"": 84, ""seni_dan_prakarya"": 100}"
88,S008,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 74, ""matematika"": 90, ""bahasa_inggris"": 61, ""fisika"": 99, ""kimia"": 95, ""biologi"": 80, ""sosiologi"": 99, ""ekonomi"": 74, ""geografi"": 64, ""pjok"": 100, ""informatika"": 89, ""seni_dan_prakarya"": 79}"
89,S008,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 86, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 68, ""matematika"": 62, ""bahasa_inggris"": 62, ""fisika"": 79, ""kimia"": 91, ""biologi"": 67, ""sosiologi"": 66, ""ekonomi"": 75, ""geografi"": 94, ""pjok"": 68, ""informatika"": 84, ""seni_dan_prakarya"": 89}"
90,S008,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 86, ""matematika"": 97, ""bahasa_inggris"": 69, ""fisika"": 86, ""kimia"": 66, ""biologi"": 91, ""sosiologi"": 99, ""ekonomi"": 86, ""geografi"": 77, ""pjok"": 62, ""informatika"": 83, ""seni_dan_prakarya"": 73}"
91,S008,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 75, ""matematika"": 83, ""bahasa_inggris"": 66, ""fisika"": 83, ""kimia"": 94, ""biologi"": 82, ""sosiologi"": 63, ""ekonomi"": 85, ""geografi"": 77, ""pjok"": 72, ""informatika"": 67, ""seni_dan_prakarya"": 89}"
92,S008,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 73, ""bahasa_indonesia"": 100, ""matematika"": 98, ""bahasa_inggris"": 61, ""fisika"": 63, ""kimia"": 81, ""biologi"": 75, ""sosiologi"": 68, ""ekonomi"": 96, ""geografi"": 73, ""pjok"": 64, ""informatika"": 95, ""seni_dan_prakarya"": 73}"
93,S008,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 73, ""bahasa_indonesia"": 74, ""matematika"": 81, ""bahasa_inggris"": 69, ""fisika"": 98, ""kimia"": 60, ""biologi"": 77, ""sosiologi"": 69, ""ekonomi"": 68, ""geografi"": 94, ""pjok"": 76, ""informatika"": 71, ""seni_dan_prakarya"": 67}"
94,S008,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 61, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 60, ""matematika"": 82, ""bahasa_inggris"": 75, ""fisika"": 97, ""kimia"": 80, ""biologi"": 61, ""sosiologi"": 71, ""ekonomi"": 76, ""geografi"": 63, ""pjok"": 68, ""informatika"": 86, ""seni_dan_prakarya"": 93}"
95,S008,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 90, ""matematika"": 88, ""bahasa_inggris"": 83, ""fisika"": 92, ""kimia"": 97, ""biologi"": 66, ""sosiologi"": 88, ""ekonomi"": 92, ""geografi"": 74, ""pjok"": 99, ""informatika"": 62, ""seni_dan_prakarya"": 93}"
96,S008,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 61, ""matematika"": 63, ""bahasa_inggris"": 90, ""fisika"": 85, ""kimia"": 87, ""biologi"": 66, ""sosiologi"": 91, ""ekonomi"": 88, ""geografi"": 64, ""pjok"": 65, ""informatika"": 80, ""seni_dan_prakarya"": 98}"
97,S009,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 68, ""matematika"": 77, ""bahasa_inggris"": 99, ""fisika"": 100, ""kimia"": 97, ""biologi"": 95, ""sosiologi"": 80, ""ekonomi"": 84, ""geografi"": 98, ""pjok"": 93, ""informatika"": 78, ""seni_dan_prakarya"": 89}"
98,S009,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 98, ""bahasa_indonesia"": 87, ""matematika"": 66, ""bahasa_inggris"": 67, ""fisika"": 95, ""kimia"": 73, ""biologi"": 87, ""sosiologi"": 88, ""ekonomi"": 74, ""geografi"": 86, ""pjok"": 81, ""informatika"": 89, ""seni_dan_prakarya"": 85}"
99,S009,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 86, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 80, ""matematika"": 87, ""bahasa_inggris"": 80, ""fisika"": 76, ""kimia"": 83, ""biologi"": 69, ""sosiologi"": 90, ""ekonomi"": 64, ""geografi"": 65, ""pjok"": 65, ""informatika"": 65, ""seni_dan_prakarya"": 87}"
100,S009,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 68, ""matematika"": 95, ""bahasa_inggris"": 63, ""fisika"": 97, ""kimia"": 95, ""biologi"": 95, ""sosiologi"": 81, ""ekonomi"": 67, ""geografi"": 86, ""pjok"": 82, ""informatika"": 87, ""seni_dan_prakarya"": 63}"
101,S009,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 98, ""bahasa_indonesia"": 79, ""matematika"": 82, ""bahasa_inggris"": 66, ""fisika"": 96, ""kimia"": 92, ""biologi"": 73, ""sosiologi"": 69, ""ekonomi"": 90, ""geografi"": 74, ""pjok"": 66, ""informatika"": 82, ""seni_dan_prakarya"": 95}"
102,S009,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 67, ""bahasa_indonesia"": 77, ""matematika"": 96, ""bahasa_inggris"": 74, ""fisika"": 87, ""kimia"": 95, ""biologi"": 99, ""sosiologi"": 99, ""ekonomi"": 95, ""geografi"": 61, ""pjok"": 98, ""informatika"": 77, ""seni_dan_prakarya"": 61}"
103,S009,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 71, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 79, ""matematika"": 81, ""bahasa_inggris"": 82, ""fisika"": 60, ""kimia"": 71, ""biologi"": 69, ""sosiologi"": 96, ""ekonomi"": 85, ""geografi"": 64, ""pjok"": 69, ""informatika"": 100, ""seni_dan_prakarya"": 61}"
104,S009,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 93, ""bahasa_indonesia"": 73, ""matematika"": 84, ""bahasa_inggris"": 86, ""fisika"": 89, ""kimia"": 81, ""biologi"": 70, ""sosiologi"": 83, ""ekonomi"": 79, ""geografi"": 80, ""pjok"": 96, ""informatika"": 98, ""seni_dan_prakarya"": 65}"
105,S009,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 70, ""matematika"": 99, ""bahasa_inggris"": 63, ""fisika"": 65, ""kimia"": 77, ""biologi"": 88, ""sosiologi"": 87, ""ekonomi"": 91, ""geografi"": 98, ""pjok"": 88, ""informatika"": 86, ""seni_dan_prakarya"": 77}"
106,S009,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 67, ""matematika"": 82, ""bahasa_inggris"": 87, ""fisika"": 67, ""kimia"": 78, ""biologi"": 97, ""sosiologi"": 91, ""ekonomi"": 93, ""geografi"": 79, ""pjok"": 62, ""informatika"": 74, ""seni_dan_prakarya"": 85}"
107,S009,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 63, ""bahasa_indonesia"": 60, ""matematika"": 73, ""bahasa_inggris"": 79, ""fisika"": 73, ""kimia"": 68, ""biologi"": 76, ""sosiologi"": 78, ""ekonomi"": 80, ""geografi"": 67, ""pjok"": 60, ""informatika"": 91, ""seni_dan_prakarya"": 87}"
108,S009,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 71, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 84, ""matematika"": 94, ""bahasa_inggris"": 74, ""fisika"": 92, ""kimia"": 95, ""biologi"": 82, ""sosiologi"": 64, ""ekonomi"": 85, ""geografi"": 62, ""pjok"": 87, ""informatika"": 61, ""seni_dan_prakarya"": 89}"
109,S010,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 80, ""bahasa_indonesia"": 96, ""matematika"": 87, ""bahasa_inggris"": 96, ""fisika"": 85, ""kimia"": 100, ""biologi"": 86, ""sosiologi"": 78, ""ekonomi"": 67, ""geografi"": 85, ""pjok"": 61, ""informatika"": 80, ""seni_dan_prakarya"": 70}"
110,S010,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 83, ""matematika"": 65, ""bahasa_inggris"": 87, ""fisika"": 66, ""kimia"": 75, ""biologi"": 87, ""sosiologi"": 97, ""ekonomi"": 85, ""geografi"": 93, ""pjok"": 65, ""informatika"": 85, ""seni_dan_prakarya"": 79}"
111,S010,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 81, ""matematika"": 70, ""bahasa_inggris"": 64, ""fisika"": 92, ""kimia"": 100, ""biologi"": 67, ""sosiologi"": 93, ""ekonomi"": 92, ""geografi"": 72, ""pjok"": 82, ""informatika"": 82, ""seni_dan_prakarya"": 69}"
112,S010,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 69, ""matematika"": 76, ""bahasa_inggris"": 72, ""fisika"": 71, ""kimia"": 98, ""biologi"": 69, ""sosiologi"": 64, ""ekonomi"": 71, ""geografi"": 100, ""pjok"": 91, ""informatika"": 89, ""seni_dan_prakarya"": 96}"
113,S010,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 96, ""matematika"": 100, ""bahasa_inggris"": 99, ""fisika"": 80, ""kimia"": 100, ""biologi"": 80, ""sosiologi"": 69, ""ekonomi"": 88, ""geografi"": 64, ""pjok"": 90, ""informatika"": 88, ""seni_dan_prakarya"": 100}"
114,S010,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 97, ""matematika"": 63, ""bahasa_inggris"": 82, ""fisika"": 92, ""kimia"": 64, ""biologi"": 79, ""sosiologi"": 89, ""ekonomi"": 88, ""geografi"": 62, ""pjok"": 63, ""informatika"": 83, ""seni_dan_prakarya"": 78}"
115,S010,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 99, ""matematika"": 98, ""bahasa_inggris"": 92, ""fisika"": 84, ""kimia"": 89, ""biologi"": 97, ""sosiologi"": 95, ""ekonomi"": 62, ""geografi"": 88, ""pjok"": 96, ""informatika"": 72, ""seni_dan_prakarya"": 80}"
116,S010,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 92, ""matematika"": 69, ""bahasa_inggris"": 63, ""fisika"": 88, ""kimia"": 66, ""biologi"": 81, ""sosiologi"": 65, ""ekonomi"": 92, ""geografi"": 71, ""pjok"": 62, ""informatika"": 75, ""seni_dan_prakarya"": 88}"
117,S010,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 93, ""bahasa_indonesia"": 93, ""matematika"": 99, ""bahasa_inggris"": 70, ""fisika"": 83, ""kimia"": 83, ""biologi"": 78, ""sosiologi"": 84, ""ekonomi"": 86, ""geografi"": 81, ""pjok"": 98, ""informatika"": 63, ""seni_dan_prakarya"": 100}"
118,S010,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 81, ""matematika"": 66, ""bahasa_inggris"": 95, ""fisika"": 84, ""kimia"": 78, ""biologi"": 76, ""sosiologi"": 98, ""ekonomi"": 69, ""geografi"": 81, ""pjok"": 65, ""informatika"": 97, ""seni_dan_prakarya"": 69}"
119,S010,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 85, ""matematika"": 68, ""bahasa_inggris"": 98, ""fisika"": 65, ""kimia"": 79, ""biologi"": 95, ""sosiologi"": 84, ""ekonomi"": 81, ""geografi"": 68, ""pjok"": 93, ""informatika"": 65, ""seni_dan_prakarya"": 87}"
120,S010,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 61, ""matematika"": 83, ""bahasa_inggris"": 79, ""fisika"": 71, ""kimia"": 73, ""biologi"": 81, ""sosiologi"": 91, ""ekonomi"": 72, ""geografi"": 74, ""pjok"": 68, ""informatika"": 69, ""seni_dan_prakarya"": 64}"
121,S011,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 92, ""matematika"": 94, ""bahasa_inggris"": 93, ""fisika"": 62, ""kimia"": 81, ""biologi"": 99, ""sosiologi"": 68, ""ekonomi"": 98, ""geografi"": 84, ""pjok"": 69, ""informatika"": 70, ""seni_dan_prakarya"": 71}"
122,S011,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 70, ""bahasa_indonesia"": 88, ""matematika"": 62, ""bahasa_inggris"": 86, ""fisika"": 83, ""kimia"": 75, ""biologi"": 88, ""sosiologi"": 99, ""ekonomi"": 78, ""geografi"": 88, ""pjok"": 74, ""informatika"": 94, ""seni_dan_prakarya"": 75}"
123,S011,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 72, ""matematika"": 83, ""bahasa_inggris"": 96, ""fisika"": 88, ""kimia"": 89, ""biologi"": 78, ""sosiologi"": 84, ""ekonomi"": 92, ""geografi"": 93, ""pjok"": 86, ""informatika"": 70, ""seni_dan_prakarya"": 72}"
124,S011,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 76, ""matematika"": 63, ""bahasa_inggris"": 90, ""fisika"": 83, ""kimia"": 95, ""biologi"": 66, ""sosiologi"": 93, ""ekonomi"": 67, ""geografi"": 78, ""pjok"": 65, ""informatika"": 70, ""seni_dan_prakarya"": 77}"
125,S011,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 69, ""matematika"": 87, ""bahasa_inggris"": 65, ""fisika"": 74, ""kimia"": 88, ""biologi"": 82, ""sosiologi"": 61, ""ekonomi"": 86, ""geografi"": 63, ""pjok"": 85, ""informatika"": 92, ""seni_dan_prakarya"": 83}"
126,S011,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 65, ""matematika"": 83, ""bahasa_inggris"": 74, ""fisika"": 61, ""kimia"": 80, ""biologi"": 66, ""sosiologi"": 81, ""ekonomi"": 69, ""geografi"": 68, ""pjok"": 62, ""informatika"": 78, ""seni_dan_prakarya"": 90}"
127,S011,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 68, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 88, ""matematika"": 99, ""bahasa_inggris"": 60, ""fisika"": 65, ""kimia"": 61, ""biologi"": 76, ""sosiologi"": 73, ""ekonomi"": 69, ""geografi"": 95, ""pjok"": 98, ""informatika"": 93, ""seni_dan_prakarya"": 87}"
128,S011,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 75, ""matematika"": 79, ""bahasa_inggris"": 67, ""fisika"": 63, ""kimia"": 75, ""biologi"": 86, ""sosiologi"": 100, ""ekonomi"": 99, ""geografi"": 89, ""pjok"": 64, ""informatika"": 67, ""seni_dan_prakarya"": 91}"
129,S011,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 61, ""matematika"": 100, ""bahasa_inggris"": 92, ""fisika"": 96, ""kimia"": 75, ""biologi"": 69, ""sosiologi"": 78, ""ekonomi"": 87, ""geografi"": 60, ""pjok"": 99, ""informatika"": 82, ""seni_dan_prakarya"": 75}"
130,S011,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 71, ""matematika"": 65, ""bahasa_inggris"": 93, ""fisika"": 83, ""kimia"": 64, ""biologi"": 93, ""sosiologi"": 94, ""ekonomi"": 92, ""geografi"": 92, ""pjok"": 95, ""informatika"": 61, ""seni_dan_prakarya"": 84}"
131,S011,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 90, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 100, ""matematika"": 84, ""bahasa_inggris"": 83, ""fisika"": 76, ""kimia"": 61, ""biologi"": 82, ""sosiologi"": 64, ""ekonomi"": 82, ""geografi"": 75, ""pjok"": 100, ""informatika"": 66, ""seni_dan_prakarya"": 97}"
132,S011,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 81, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 62, ""matematika"": 82, ""bahasa_inggris"": 94, ""fisika"": 81, ""kimia"": 71, ""biologi"": 89, ""sosiologi"": 90, ""ekonomi"": 100, ""geografi"": 71, ""pjok"": 68, ""informatika"": 64, ""seni_dan_prakarya"": 89}"
133,S012,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 72, ""matematika"": 62, ""bahasa_inggris"": 72, ""fisika"": 62, ""kimia"": 80, ""biologi"": 79, ""sosiologi"": 92, ""ekonomi"": 85, ""geografi"": 94, ""pjok"": 90, ""informatika"": 76, ""seni_dan_prakarya"": 62}"
134,S012,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 82, ""matematika"": 63, ""bahasa_inggris"": 81, ""fisika"": 77, ""kimia"": 67, ""biologi"": 83, ""sosiologi"": 87, ""ekonomi"": 85, ""geografi"": 88, ""pjok"": 84, ""informatika"": 81, ""seni_dan_prakarya"": 71}"
135,S012,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 83, ""matematika"": 93, ""bahasa_inggris"": 77, ""fisika"": 65, ""kimia"": 87, ""biologi"": 65, ""sosiologi"": 87, ""ekonomi"": 98, ""geografi"": 71, ""pjok"": 94, ""informatika"": 78, ""seni_dan_prakarya"": 80}"
136,S012,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 80, ""matematika"": 78, ""bahasa_inggris"": 79, ""fisika"": 88, ""kimia"": 98, ""biologi"": 87, ""sosiologi"": 70, ""ekonomi"": 88, ""geografi"": 82, ""pjok"": 88, ""informatika"": 62, ""seni_dan_prakarya"": 82}"
137,S012,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 77, ""matematika"": 100, ""bahasa_inggris"": 63, ""fisika"": 64, ""kimia"": 100, ""biologi"": 85, ""sosiologi"": 83, ""ekonomi"": 92, ""geografi"": 70, ""pjok"": 61, ""informatika"": 69, ""seni_dan_prakarya"": 98}"
138,S012,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 68, ""matematika"": 64, ""bahasa_inggris"": 75, ""fisika"": 83, ""kimia"": 83, ""biologi"": 84, ""sosiologi"": 96, ""ekonomi"": 62, ""geografi"": 98, ""pjok"": 69, ""informatika"": 88, ""seni_dan_prakarya"": 83}"
